case_id,docket_no,title,state,date,type,pending,opinion_link
"2017-IA-00167-SCT,-2023-CA-01273-SCT_Mississippi_2025/06/12","2017-IA-00167-SCT, 2023-CA-01273-SCT","The Promenade D'Iberville, LLC v. Jacksonville Electric Authority",Mississippi,"June 12, 2025",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/The%20Promenade%20D%27Iberville%2C%20LLC%20v.%20Jacksonville%20Elec.%20Auth.%2C%20Miss.%202023-CA-01273-SCT.pdf
22-706_West-Virginia_2025/06/06,22-706,State v. Small,West Virginia,"June 6, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Small%2C%20W.%20Va.%2022-706.pdf
S-1-SC-39309_New-Mexico_2025/06/05,S-1-SC-39309,State v. Perea,New Mexico,"June 5, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Perea%2C%20N.M.%20S-1-SC-39309.pdf
CV-24-645_Arkansas_2025/06/05,CV-24-645,"Land v. BAS, LLC",Arkansas,"June 5, 2025",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Land%20v.%20BAS%2C%20LLC%2C%20Ark.%20CV-24-645.pdf
SC2023-0095_Florida_2025/06/05,SC2023-0095,Bojorquez v. State,Florida,"June 5, 2025",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Bojorquez%20v.%20State%2C%20Fla.%20SC2023-0095.pdf
20230672_Utah_2025/06/05,20230672,University of Utah v. Tullis,Utah,"June 5, 2025",Torts and Liability,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Univ.%20of%20Utah%20v.%20Tullis%2C%20Utah%2020230672.pdf
2024-0259-_New-Hampshire_2025/06/04,2024-0259 ,City of Dover v. Secretary of State,New Hampshire,"June 4, 2025",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/City%20of%20Dover%20v.%20Sec%27y%20of%20State%2C%20N.H.%202024-0259.pdf
S072015_Oregon_2025/11/14,S072015,State v. Hemion,Oregon,"November 14, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-12/supreme_court_of_oregon-opinion.pdf
S-1-SC-40427_New-Mexico_2025/06/02,S-1-SC-40427,Bolen v. New Mexico Racing Commission,New Mexico,"June 2, 2025",Civil Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Bolen%20v.%20N.M.%20Racing%20Comm%27n%2C%20N.M.%20S-1-SC-40427.pdf
SC100132_Missouri_2023/07/20,SC100132,State ex rel. Fitz-James v. Bailey,Missouri,"July 20, 2023",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2026-02/supreme_court_of_missouri-opinion.pdf
2025-O-00879_Louisiana_2025/10/24,2025-O-00879,In re Judge Jennifer Medley,Louisiana,"October 24, 2025",Judicial Selection and Administration,False,https://statecourtreport.org/sites/default/files/2025-10/supreme_court_of_louisiana-opinion.pdf
S069830_Oregon_2022/12/30,S069830,Scott-Schwalbach v. Rosenblum,Oregon,"December 30, 2022",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2026-02/supreme_court_of_oregon-opinion.pdf
S-18210-_Alaska_2022/10/21,S-18210 ,Kohlhaas v. State,Alaska,"October 21, 2022",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2026-02/supreme_court_of_alaska-opinion.pdf
2020-IA-01199-SCT_Mississippi_2021/05/04,2020-IA-01199-SCT,In Re Initiative Measure No. 65,Mississippi,"May 4, 2021",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2026-02/supreme_court_of_mississippi-opinion.pdf
377PA22_North-Carolina_2025/10/17,377PA22,State v. Rogers,North Carolina,"October 17, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-10/supreme_court_of_north_carolina-opinion_0.pdf
66_New-York_2025/10/16,66,Onondaga v. New York,New York,"October 16, 2025",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2025-10/court_of_appeals_of_new_york-opinion.pdf
123222_Oklahoma_2025/10/07,123222,White v. Stitt,Oklahoma,"October 7, 2025",Judicial Selection and Administration,False,https://statecourtreport.org/sites/default/files/2025-10/supreme_court_of_oklahoma-opinion_0.pdf
SC20815_Connecticut_2025/10/07,SC20815,State v. Michael Sharpe,Connecticut,"October 7, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-10/supreme_court_of_connecticut-concurrence_dissent.pdf
23–1391_Iowa_2025/08/26,23–1391,State v. Cole,Iowa,"August 26, 2025",Civil Rights,False,https://statecourtreport.org/sites/default/files/2025-11/supreme_court_of_iowa-opinion.pdf
103627-2;-103673-6_Washington_2025/12/11,103627-2; 103673-6,"State v. Sabra Danielson, State v. Simone Nelson",Washington,"December 11, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-12/supreme_court_of_washington-opinion.pdf
23-0192-_Texas_2025/05/30,23-0192 ,"Texas Department of Family & Protective Services v. Grassroots LeaderShip, Inc.",Texas,"May 30, 2025",Government Structure,False,https://statecourtreport.org/sites/default/files/2025-12/supreme_court_of_texas-opinion.pdf
-CR-25-66_Arkansas_2025/05/29, CR-25-66,Spencer v. State,Arkansas,"May 29, 2025",Speech and Religion,False,https://statecourtreport.org/sites/default/files/2025-12/supreme_court_of_arkansas-opinion.pdf
37-EAP-2024_Pennsylvania_2025/09/25,37 EAP 2024,Commonwealth v. Anthony Lewis,Pennsylvania,"September 25, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-10/supreme_court_of_pennsylvania-dissenting_opinion_donohue.pdf
2023-SC-0498-DG_Kentucky_2025/12/19,2023-SC-0498-DG,Coleman v. Board of Education,Kentucky,"December 19, 2025",Government Structure,False,https://statecourtreport.org/sites/default/files/2025-12/supreme_court_of_kentucky-modified_opinion.pdf
S-1-SC-40573_New-Mexico_2025/05/05,S-1-SC-40573,Stewart v. Ramczyk,New Mexico,"May 5, 2025",Government Structure,False,https://statecourtreport.org/sites/default/files/2025-12/supreme_court_of_new_mexico-opinion-05.05.2025.pdf
-2024-0066_New-Hampshire_2025/05/01, 2024-0066,State v. Zarella,New Hampshire,"May 1, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-12/supreme_court_of_new_hampshire-opinion-05.01.2025.pdf
20220889_Utah_2025/05/01,20220889,State v. Labrum,Utah,"May 1, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-12/supreme_court_of_utah-opinion.pdf
CV-24-0220-T/AP_Arizona_2025/12/04,CV-24-0220-T/AP,Knight v. Fontes,Arizona,"December 4, 2025",Judicial Selection and Administration,False,https://statecourtreport.org/sites/default/files/2025-12/supreme_court_of_arizona-opinion.pdf
"131365,-131506_Illinois_2025/09/18","131365, 131506",Stewart v. Rosenblum,Illinois,"September 18, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-09/supreme_court_of_illinois-opinion.pdf
SCWC-23-0000376_Hawaii_2025/09/17,SCWC-23-0000376,Hawaii v. Zuffante,Hawaii,"September 17, 2025",Civil Due Process,False,https://statecourtreport.org/sites/default/files/2025-09/supreme_court_of_hawaii-opinion_0.pdf
SC2023-1298_Florida_2025/12/18,SC2023-1298,Jackson v. Florida,Florida,"December 18, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-12/opinion_sc2023-1298.pdf
SJC-13641_Massachusetts_2025/09/10,SJC-13641,Tran v. Commonwealth,Massachusetts,"September 10, 2025",Government Structure,False,https://statecourtreport.org/sites/default/files/2025-09/supreme_judicial_court_of_massachusetts-opinion.pdf
S-24-0326_Wyoming_2026/01/06,S-24-0326,Johnson v. Wyoming,Wyoming,"January 6, 2026",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2026-01/supreme_court_of_wyoming-opinion-1.6.2026.pdf
24SC394_Colorado_2025/02/24,24SC394,League of Women Voters of Greeley v. Board of County Commissioners of City of Weld,Colorado,"February 24, 2025",Government Structure,False,https://statecourtreport.org/sites/default/files/2025-12/supreme_court_of_colorado-opinion.pdf
"102,378-2_Washington_2025/11/13","102,378-2",State v. James Ellis,Washington,"November 13, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-11/supreme_court_of_washington-opinion_0.pdf
SC20802_Connecticut_2025/09/02,SC20802,State v. McFarland,Connecticut,"September 2, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-09/supreme_court_of_connecticut-concurring_opinion_iii.pdf
PEN-21-256_Maine_2025/08/29,PEN-21-256,State v. McLain,Maine,"August 29, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-09/supreme_judicial_court_of_maine-opinion.pdf
M2023-01686-SC-R3-CV_Tennessee_2025/12/10,M2023-01686-SC-R3-CV,Wygant v. Lee (formerly Moore v. Lee),Tennessee,"December 10, 2025",Judicial Interpretation,False,https://statecourtreport.org/sites/default/files/2025-12/supreme_court_of_tennessee-concur_in_part-dissent_in_part_kirby.pdf
S270535_California_2025/11/06,S270535,Taking Offense v. State of California,California,"November 6, 2025",Speech and Religion,False,https://statecourtreport.org/sites/default/files/2025-11/supreme_court_of_california-opinion.pdf
2025-5243_Ohio_2025/11/25,2025-5243,Gatehouse Media Ohio Holdings v. City of Columbus Police Department,Ohio,"November 25, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-12/supreme_court_of_ohio-opinion.pdf
23AP-379_Ohio_2025/08/21,23AP-379,Lyon v. Riverside Methodist Hospital,Ohio,"August 21, 2025",Torts and Liability,False,https://statecourtreport.org/sites/default/files/2025-09/ohio_court_of_appeals-opinion.pdf
COA24-454_North-Carolina_2025/08/20,COA24-454,Mohebali v. Hayes,North Carolina,"August 20, 2025",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2025-09/north_carolina_court_of_appeals-opinion.pdf
20240291_North-Dakota_2025/11/21,20240291,Access Independent Health Services v. Wrigley,North Dakota,"November 21, 2025",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2025-11/supreme_court_of_north_dakota-opinion_2025.pdf
S071885_Oregon_2025/03/12,S071885,Arnold v. Kotek,Oregon,"March 12, 2025",Civil Rights,False,https://statecourtreport.org/sites/default/files/2025-10/court_of_appeals_of_oregon-opinion.pdf
SJC-13646_Massachusetts_2025/08/07,SJC-13646,Raftery v. State Board of Retirement,Massachusetts,"August 7, 2025",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/2025-08/massachusetts_supreme_judicial_court-opinion.pdf
442PA20_North-Carolina_2025/12/12,442PA20,State v. Kelliher,North Carolina,"December 12, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2026-01/supreme_court_of_north_carolina-opinion.pdf
"WR-45,746-04_Texas_2025/07/30","WR-45,746-04",Ex Parte David Leonard Wood,Texas,"July 30, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-08/texas_court_of_criminal_appeals-concurrence_dissent.pdf
"A-3542-21T2,-A-3543-21T2_New-Jersey_2025/02/26","A-3542-21T2, A-3543-21T2",In re Tom Malinowski,New Jersey,"February 26, 2025",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2025-02/superior_court_of_new_jersey-opinion.pdf
S-24-0323_Wyoming_2025/10/21,S-24-0323,Hicks v. State,Wyoming,"October 21, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-10/supreme_court_of_wyoming-opinion.pdf
103136-0_Washington_2025/07/31,103136-0,State v. Evans,Washington,"July 31, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-08/supreme_court_of_washington-opinion.pdf
73-MAP-2022_Pennsylvania_2025/07/22,73 MAP 2022,Ferguson v. Department of Transportation,Pennsylvania,"July 22, 2025",Judicial Interpretation,False,https://statecourtreport.org/sites/default/files/2025-08/supreme_court_of_pennsylvania-concurring_opinion.pdf
SC100898_Missouri_2025/07/22,SC100898,Robust Missouri Dispensary 3 v. St. Louis County,Missouri,"July 22, 2025",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/2025-07/supreme_court_of_missouri-opinion.pdf
S25A0446;-S25A044;-S25A0448_Georgia_2025/09/30,S25A0446; S25A044; S25A0448,"Bailey v. McKintosh County, Webster v. McIntosh County, McIntosh County v. Webster",Georgia,"September 30, 2025",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2025-10/supreme_court_of_georgia-opinion.pdf
A-16-24_New-Jersey_2025/07/16,A-16-24,Englewood Hospital & Medical Center v. State,New Jersey,"July 16, 2025",Government Structure,False,https://statecourtreport.org/sites/default/files/2025-07/supreme_court_of_new_jersey-opinion_0.pdf
SC-20794_Connecticut_2025/07/01,SC 20794,State v. Haynes,Connecticut,"July 1, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-08/supreme_court_of_connecticut-concurrence_dissent_0.pdf
23-0703_Texas_2025/06/27,23-0703,Southern Methodist University v. South Central Jurisdictional Conference of the United Methodist Church,Texas,"June 27, 2025",Speech and Religion,False,https://statecourtreport.org/sites/default/files/2025-08/supreme_court_of_texas-majority_opinion.pdf
165233_Michigan_2025/06/03,165233,People v. Armstrong,Michigan,"June 3, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-08/supreme_court_of_michigan-opinion.pdf
23–1766_Iowa_2025/06/27,23–1766,Sikora v. Iowa,Iowa,"June 27, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-07/supreme_court_of_iowa-opinion.pdf
SCPW-17-0000927;-21908_Hawaii_2018/06/05,SCPW-17-0000927; 21908,Grube v. Trader; State v. Rogan,Hawaii,"June 5, 2018",Speech and Religion,False,https://statecourtreport.org/sites/default/files/2025-11/supreme_court_of_hawaii-opinion_0.pdf
24-127390-A_Kansas_2025/09/29,24-127390 A,Kansas v. Harper,Kansas,"September 29, 2025",Civil Rights,False,https://statecourtreport.org/sites/default/files/2025-11/supreme_court_of_kansas-order_denying_petition.pdf
28301_South-Carolina_2025/09/17,28301,League of Women Voters of South Carolina v. Alexander,South Carolina,"September 17, 2025",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2025-09/supreme_court_of_south_carolina-opinion.pdf
23-2114_Iowa_2025/06/13,23-2114,State v. Amble,Iowa,"June 13, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-06/supreme_court_of_iowa-opinion.pdf
2022AP790_Wisconsin_2025/06/17,2022AP790,Josh Kaul v. Wisconsin State Legislature,Wisconsin,"June 17, 2025",Government Structure,False,https://statecourtreport.org/sites/default/files/2025-06/supreme_court_of_wisconsin-opinion.pdf
28-WAP-2024_Pennsylvania_2025/09/26,28 WAP 2024,Center for Coalfield Justice v. Washington County Board of Elections,Pennsylvania,"September 26, 2025",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2025-09/pennsylvania_supreme_court-dissenting_opinion_brobson.pdf
130015_Illinois_2025/06/05,130015,State v. Spencer,Illinois,"June 5, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-06/supreme_court_of_illinois-opinon.pdf
DA-23-0648_Montana_2025/05/29,DA 23-0648,Montana Environmental Information Center v. Office of the Governor,Montana,"May 29, 2025",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/2025-06/supreme_court_of_montana-opinion_0.pdf
M2022-00899-SC-R11-CD_Tennessee_2025/08/27,M2022-00899-SC-R11-CD,State v. Green,Tennessee,"August 27, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-09/supreme_court_of_tennessee-opinion.pdf
24-0573_Texas_2025/05/30,24-0573,Paxton v. Annunciation House,Texas,"May 30, 2025",Speech and Religion,False,https://statecourtreport.org/sites/default/files/2025-06/supreme_court_of_texas-opinion.pdf
S25A0334_Georgia_2025/05/28,S25A0334,Stephens v. State,Georgia,"May 28, 2025",Civil Rights,False,https://statecourtreport.org/sites/default/files/2025-06/supreme_court_of_georgia-opinion.pdf
56PA24_North-Carolina_2025/05/23,56PA24,State of North Carolina v. Chambers,North Carolina,"May 23, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-06/supreme_court_of_north_carolina-opinion_0.pdf
240869_Virginia_2025/05/22,240869,Norfolk Southern Railway v. State Corporation Commission,Virginia,"May 22, 2025",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/2025-06/supreme_court_of_virginia-opinion.pdf
102680-3-_Washington_2025/05/15,102680-3 ,City of Wenatchee v. Stearns,Washington,"May 15, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-06/supreme_court_of_washington-opinion.pdf
SJC-13672_Massachusetts_2025/05/15,SJC-13672,Care and Prevention of Eve,Massachusetts,"May 15, 2025",Speech and Religion,False,https://statecourtreport.org/sites/default/files/2025-05/supreme_judicial_court_of_massachusetts-opinion.pdf
2024-KK-00737_Louisiana_2025/05/09,2024-KK-00737,State v. Davieontray Breax,Louisiana,"May 9, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-05/supreme_court_of_louisiana-opinion.pdf
25S-MH-111_Indiana_2025/05/05,25S-MH-111,J.F. v. St. Vincent Hospital,Indiana,"May 5, 2025",Civil Rights,False,https://statecourtreport.org/sites/default/files/2025-05/supreme_court_of_indiana-opinion.pdf
23-0000310_Hawaii_2025/09/12,23-0000310,Hilo Bay Marina v. State of Hawaii,Hawaii,"September 12, 2025",Speech and Religion,False,https://statecourtreport.org/sites/default/files/2025-09/supreme_court_of_hawaii-concurring_opinion.pdf
2024AP330-OA_Wisconsin_2025/07/02,2024AP330-OA,Planned Parenthood v. Urmanski,Wisconsin,"July 2, 2025",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2025-07/supreme_court_of_wisconsin-opinion.pdf
COA22-571_North-Carolina_2025/08/22,COA22-571,Howell v. Cooper; North Carolina Bar and Tavern Association v. Stein,North Carolina,"August 22, 2025",Civil Due Process,False,https://statecourtreport.org/sites/default/files/2025-08/supreme_court_of_north_carolina-opinion_stein.pdf
23-0067_Texas_2025/05/02,23-0067,Stary v. Ethridge,Texas,"May 2, 2025",Civil Rights,False,https://statecourtreport.org/sites/default/files/2025-05/supreme_court_of_texas-opinion.pdf
